d,license_number,license_status,license_status_date,license_term,license_type,license_designation,issue_date,expiration_date,licensing_authority_id,licensing_authority,business_legal_name,business_dba_name,business_image_url,business_owner_name,business_structure,business_website,activity,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,business_email,business_phone,parcel_number,premise_latitude,premise_longitude,data_refreshed_date
,DAAA-GPEI-MZ0J,,,,Dispensary,,,11/16/2023,,,Stratus Nexum Inc,Stratus Nexum Inc,,,,,,,Ada,,Pontotoc,,,,,34.8227,-96.753,
,DAAA-N9E8-6U4Z,,,,Dispensary,,,11/16/2023,,,"White smoke,L.L.C",White smoke,,,,,,,Oklahoma,,Oklahoma,,,,,,,
,DAAA-PTKR-36Z0,,,,Dispensary,,,11/16/2023,,,"HHMS, LLC","HHMS, LLC",,,,,,,Quapaw,,Ottawa,,,,,36.9351,-94.7187,
,PAAA-NJRP-FYC6,,,,Processor,,,11/16/2023,,,Buffalo Turf LLC,Buffalo Turf Processors,,,,,,,Thackerville,,Love,,,,,33.8166,-97.1019,
,GAAA-SPQU-HH0B,,,,Grower,,,11/16/2023,,,697 Pharms LLC,697 Pharms LLC,,,,,,,McAlester,,Pittsburg,,,,,,,
,PAAA-XQCJ-B3AP,,,,Processor,,,11/16/2023,,,ENDLESS PROCESSING LLC,ENDLESS PROCESSING LLC,,,,,,,Wanette,,Pottawatomie,,,,,34.9983,-97.0357,
,DAAA-QFSZ-HCY7,,,,Dispensary,,,11/16/2023,,,hemp mother llc,hemp mother llc,,,,,,,COLCORD,,Delaware,,,,,,,
,PAAA-T4JU-NRQ2,,,,Processor,,,11/16/2023,,,EXOTIC CANNABIS LLC,EXOTIC CANNABIS LLC,,,,,,,HOMINY,,Osage,,,,,,,
,PAAA-XC80-CZT9,,,,Processor,,,11/17/2023,,,Beets Family Cannabis Company,Beets Family Cannabis Company,,,,,,,Miami,,Ottawa,,,,,36.8785,-94.868,
,DAAA-ZZDB-2Z0W,,,,Dispensary,,,11/17/2023,,,"Rocking Y Dispensary, INC",Rocking Y Dispensary,,,,,,,Wyandotte,,Ottawa,,,,,36.7823,-94.7004,
,PAAA-BLKA-M3V7,,,,Processor,,,11/17/2023,,,rough country cannabis llc,Rough Country Cannabis,,,,,,,Coleman,,Atoka,,,,,34.2739,-96.4704,
,GAAA-J4AB-0YEQ,,,,Grower,,,11/17/2023,,,Green Rush Gardens LLC,Green Rush Gardens LLC,,,,,,,Eufaula,,Pittsburg,,,,,35.2801,-95.6347,
,DAAA-M5EI-B2DI,,,,Dispensary,,,11/17/2023,,,"Black Sails Cannabis Company, LLC","Black Sails Cannabis Company, LLC",,,,,,,Marlow,,Stephens,,,,,34.6018,-97.8875,
,PAAA-3OP3-979S,,,,Processor,,,11/17/2023,,,The ECS Shop LLC,The ECS Shop,,,,,,,Owasso,,Tulsa,,,,,36.2712,-95.8214,
,GAAA-0KCG-CFLU,,,,Grower,,,11/17/2023,,,Growing Green Cannabis LLC,Growing Green Cannabis LLC,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,DAAA-EMRP-C1EC,,,,Dispensary,,,11/17/2023,,,OklaStona Farms Dispensary LLC,OklaStona Farms Dispensary,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,PAAA-MHC2-WFQ6,,,,Processor,,,11/17/2023,,,"PacTran Canna, LLC","PacTran Canna, LLC",,,,,,,Billings,,Noble,,,,,36.5138,-97.3722,
,GAAA-KTMC-YSDQ,,,,Grower,,,11/17/2023,,,"PacTran Canna, LLC","PacTran Canna, LLC",,,,,,,Billings,,Noble,,,,,36.5138,-97.3722,
,DAAA-9BZ4-ZOC8,,,,Dispensary,,,11/17/2023,,,"DELL-HOUSE ENTERPRISE, LLC","DELL-HOUSE ENTERPRISE, LLC",,,,,,,THACKERVILLE,,Love,,,,,,,
,DAAA-H2MQ-XKN6,,,,Dispensary,,,11/17/2023,,,SPRINGS STERLING 51 COMPANY LLC,SPRINGS STERLING 51 COMPANY LLC,,,,,,,ELGIN,,Comanche,,,,,,,
,DAAA-EVEZ-U1UX,,,,Dispensary,,,11/17/2023,,,STERLING 52 ENTERPRISE LLC,STERLING 52 ENTERPRISE LLC,,,,,,,ELGIN,,Comanche,,,,,,,
,GAAA-K4NL-EY74,,,,Grower,,,11/17/2023,,,Mark Edward Miller,Dust Bowl Seeds,,,,,,,Oktaha,,Muskogee,,,,,35.6316,-95.5192,
,GAAA-JMEM-0LYL,,,,Grower,,,11/17/2023,,,Platinum Green LLC,Platinum Green LLC,,,,,,,Ramona,,Washington,,,,,36.5568,-95.9054,
,GAAA-WGP2-CGXB,,,,Grower,,,11/17/2023,,,2408 SW LLC,2408 SW LLC,,,,,,,OKLAHOMA,,Oklahoma,,,,,,,
,DAAA-ZRL9-63CH,,,,Dispensary,,,11/17/2023,,,3rd Coast Alternative Solutions LLC,3rd Coast Alternative Solutions LLC,,,,,,,Lawton,,Comanche,,,,,34.5638,-98.2821,
,GAAA-U3EE-LEDV,,,,Grower,,,11/17/2023,,,Katie Nail LLC,TK&TO,,,,,,,Mustang,,Canadian,,,,,35.3779,-97.7511,
,GAAA-35FL-56L1,,,,Grower,,,11/17/2023,,,Stratus Nexum Inc,Stratus Nexum Inc,,,,,,,Ada,,Pontotoc,,,,,34.8227,-96.753,
,PAAA-VNRC-8A6H,,,,Processor,,,11/17/2023,,,Stratus Nexum Inc,Stratus Nexum Inc,,,,,,,Ada,,Pontotoc,,,,,34.8227,-96.753,
,GAAA-EM7Y-UIFU,,,,Grower,,,11/17/2023,,,billionrise420 llc,billionrise420,,,,,,,drumright,,Creek,,,,,,,
,GAAA-1GNZ-HCM0,,,,Grower,,,11/17/2023,,,Golden Porum Enterprises LLC,Golden Porum Enterprises LLC,,,,,,,Porum,,Muskogee,,,,,35.3487,-95.2428,
,DAAA-BSUI-JQTY,,,,Dispensary,,,11/17/2023,,,3rd Coast Alternative Solutions LLC,3rd Coast Alternative Solutions LLC,,,,,,,Lawton,,Comanche,,,,,34.5638,-98.2821,
,GAAA-SV09-I8QA,,,,Grower,,,11/17/2023,,,OKLA GROW LLC,OKLA GROW LLC,,,,,,,Chickasha,,Grady,,,,,34.9649,-97.9347,
,PAAA-RUKF-8852,,,,Processor,,,11/17/2023,,,"Invest in Agriculture, LLC","Invest In Agriculture, LLC",,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,GAAA-NZ42-FL9I,,,,Grower,,,11/17/2023,,,Arcadia Garden LLC,Arcadia Garden LLC,,,,,,,Crescent,,Logan,,,,,35.9662,-97.5821,
,GAAA-MUUX-X5VB,,,,Grower,,,11/17/2023,,,Kingmaker GP LLC,Kingmaker,,,,,,,El Reno,,Canadian,,,,,35.5305,-97.974,
,PAAA-QR7T-AO0K,,,,Processor,,,11/17/2023,,,"GT Processing, LLC","GT Processing, LLC",,,,,,,Stilwell,,Adair,,,,,35.7958,-94.6578,
,PAAA-OXN3-3VIX,,,,Processor,,,11/17/2023,,,GramTech,GramTech,,,,,,,Choctaw,,Oklahoma,,,,,35.4498,-97.2652,
,PAAA-S8VL-MFH7,,,,Processor,,,11/17/2023,,,Greenhorn Ranch LLC,Greenhorn Ranch LLC,,,,,,,Sayre,,Beckham,,,,,35.3273,-99.6664,
,GAAA-YUPJ-PQZ5,,,,Grower,,,11/18/2023,,,"Solomon Genetics, LLC","Solomon Genetics, LLC",,,,,,,Gans,,Sequoyah,,,,,35.3689,-94.7265,
,PAAA-BZ2O-JI1U,,,,Processor,,,11/18/2023,,,Further Hash LLC,Further Hash,,,,,,,Collinsville,,Tulsa,,,,,36.4132,-95.8302,
,GAAA-JDST-QUNI,,,,Grower,,,11/18/2023,,,Mother Nurture Farms LLC,Mother Nurture Farms LLC,,,,,,,Sulphur,,Murray,,,,,34.4847,-96.966,
,DAAA-6DPH-XVW8,,,,Dispensary,,,11/18/2023,,,Upnorth Management LLC,Upnorth Management LLC,,,,,,,Noble,,Cleveland,,,,,35.1363,-97.2771,
,PAAA-1G65-0MY6,,,,Processor,,,11/18/2023,,,"NTCX, LLC","NTCX, LLC",,,,,,,Sapulpa,,Creek,,,,,35.9665,-96.1702,
,PAAA-YWJH-8TZM,,,,Processor,,,11/18/2023,,,"LAIRD CANNABIS, LLC","LAIRD CANNABIS, LLC",,,,,,,MANNSVILLE,,Johnston,,,,,,,
,PAAA-Z4F9-OR4P,,,,Processor,,,11/18/2023,,,Hillbilly Harvest LLC,Hillbilly harvest,,,,,,,Shawnee,,Pottawatomie,,,,,35.2968,-96.9507,
,GAAA-CGAY-FRH4,,,,Grower,,,11/18/2023,,,Butterfly Moon Green LLC,Butterfly Moon Green,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-ILE4-NKUK,,,,Grower,,,11/18/2023,,,Greengenics LLC,Greengenics,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-L4XX-CKG9,,,,Grower,,,11/18/2023,,,"THORNGROVE ENTERPRISES, LLC",Thornberry Farm,,,,,,,Ardmore,,Carter,,,,,34.2544,-97.1944,
,DAAA-EA68-HY3A,,,,Dispensary,,,11/18/2023,,,"OKAF, Inc",Apothecary Extracts,,,,,,,Beggs,,Creek,,,,,35.7745,-96.0327,
,GAAA-5OGQ-RKVC,,,,Grower,,,11/18/2023,,,Greenprism LLC,Greenprism,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,PAAA-C7LK-HU10,,,,Processor,,,11/18/2023,,,Diva's Buzz LLC,Queen's Green Thumb,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-D479-2O0J,,,,Grower,,,11/18/2023,,,DK Wacky Tobacco LLC,DK Wacky Tobacco LLC,,,,,,,Stratford,,McClain,,,,,34.746,-97.0113,
,GAAA-CYQ0-1DYH,,,,Grower,,,11/18/2023,,,Hanger Consultation & Investments Co LLC,dba Hourglass Extracts,,,,,,,Glencoe,,Payne,,,,,36.21,-96.8904,
,GAAA-7UFY-37BC,,,,Grower,,,11/18/2023,,,"Twilight Creative, LLC","Twilight Creative, LLC",,,,,,,Erick,,Beckham,,,,,35.2072,-99.8504,
,DAAA-UGEX-3OO4,,,,Dispensary,,,11/18/2023,,,Hanger Consultation & Investments Co LLC,dba Hourglass Extracts,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,DAAA-1J5P-QUIK,,,,Dispensary,,,11/18/2023,,,"Sky Leaf Cannabis BA, LLC","Sky Leaf Cannabis BA, LLC",,,,,,,Broken Arrow,,Wagoner,,,,,35.9677,-95.815,
,DAAA-ONGE-IKN4,,,,Dispensary,,,11/18/2023,,,"BUDACIOUS, LLC","BUDACIOUS, LLC",,,,,,,KIOWA,,Pittsburg,,,,,,,
,PAAA-610Y-BP1S,,,,Processor,,,11/18/2023,,,"Blue River Processing, LLC","Blue River Processing, LLC",,,,,,,Durant,,Bryan,,,,,34.0123,-96.4051,
,GAAA-GSNH-2X3Z,,,,Grower,,,11/21/2023,,,J and K Creative LLC,J and K Creative LLC,,,,,,,Erick,,Beckham,,,,,35.2072,-99.8504,
,DAAA-293N-SJA5,,,,Dispensary,,,11/21/2023,,,"LEAFLIFE, LLC","LEAFLIFE, LLC",,,,,,,Wilson,,Carter,,,,,34.1728,-97.4282,
,DAAA-5ZN1-4UK0,,,,Dispensary,,,11/21/2023,,,"LEAFLIFE, LLC","LEAFLIFE, LLC",,,,,,,Wilson,,Carter,,,,,34.1728,-97.4282,
,DAAA-AERI-CY23,,,,Dispensary,,,11/21/2023,,,A TRIP TO THE MOON LLC,A TRIP TO THE MOON LLC,,,,,,,ALEX,,Grady,,,,,,,
,PAAA-YD8V-CI12,,,,Processor,,,11/21/2023,,,"Innovative Oil and Gas Traders, LLC",Innovative Oil and Gas Processors,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-HGXG-8T0Y,,,,Dispensary,,,11/21/2023,,,Tilted Holdings LLC,Tilted Holdings LLC,,,,,,,Miami,,Ottawa,,,,,36.8785,-94.868,
,DAAA-S285-ESPT,,,,Dispensary,,,11/21/2023,,,Tilted Holdings LLC,Tilted Holdings LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-B2JD-B43Y,,,,Dispensary,,,11/21/2023,,,Tilted Holdings LLC,Tilted Holdings LLC,,,,,,,Miami,,Ottawa,,,,,36.8785,-94.868,
,DAAA-OIMN-IHN0,,,,Dispensary,,,11/21/2023,,,"Delirium Dispensary, LLC",Delirium Dispensary,,,,,,,Vinita,,Craig,,,,,36.6806,-95.2158,
,GAAA-3FZ7-1FT1,,,,Grower,,,11/21/2023,,,"Peng Grow Farm, LLC","Peng Grow Farm, LLC",,,,,,,Pauls Valley,,Garvin,,,,,34.7602,-97.204,
,DAAA-OH3I-YR5F,,,,Dispensary,,,11/21/2023,,,"Logan's Farm, LLC",Bob's at Crush Gardens 7,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,GAAA-QWSG-IVJM,,,,Grower,,,11/21/2023,,,Loud Earth Farm,Loud Earth Farm,,,,,,,Geronimo,,Comanche,,,,,34.4782,-98.3572,
,PAAA-F5UK-XDFE,,,,Processor,,,11/21/2023,,,"Connoisseur Selects, LLC","Connoisseur Selects, LLC",,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-RIA4-8CPF,,,,Grower,,,11/21/2023,,,Sarah Powell,Sarah Powell,,,,,,,Claremore,,Rogers,,,,,36.3941,-95.5717,
,PAAA-SLOL-2V5O,,,,Processor,,,11/21/2023,,,Weed My Lips LLC,Weed My Lips LLC,,,,,,,Haskell,,Muskogee,,,,,35.7959,-95.6962,
,GAAA-6QBC-H4YC,,,,Grower,,,11/21/2023,,,"Emerald Creek Farms, LLC","Emerald Creek Farms, LLC",,,,,,,Weatherford,,Custer,,,,,35.5515,-98.7518,
,GAAA-B1O5-LGHZ,,,,Grower,,,11/21/2023,,,"Premium Quality Farms, Inc.",PQ Farms,,,,,,,Apache,,Caddo,,,,,34.913,-98.41,
,GAAA-O0EM-S5EO,,,,Grower,,,11/22/2023,,,"Rise Cultivation, LLC","Rise Cultivation, LLC",,,,,,,EDMOND,,Logan,,,,,,,
,GAAA-WDYY-0BRU,,,,Grower,,,11/22/2023,,,QUEST FARM INC,QUEST FARM,,,,,,,AMBER,,Grady,,,,,,,
,GAAA-X2VO-TELZ,,,,Grower,,,11/22/2023,,,Stone Groove LLC,Stone Groove LLC,,,,,,,Skiatook,,Osage,,,,,36.373,-96.0771,
,DAAA-J44P-PRKD,,,,Dispensary,,,11/22/2023,,,Doc Holidaze Dispensary LLC,Doc Holidaze Dispensary LLC,,,,,,,Gracemont,,Caddo,,,,,35.1968,-98.3136,
,DAAA-SVEH-1PTS,,,,Dispensary,,,11/22/2023,,,Toke and Grow LLC,Toke and Grow LLC,,,,,,,Bartlesville,,Washington,,,,,36.7377,-96.0814,
,PAAA-W41J-LHDR,,,,Processor,,,11/22/2023,,,"OKLAHOMA OUTLAWZ RARE GOODS, LLC","OKLAHOMA OUTLAWZ RARE GOODS, LLC",,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-641O-BS9S,,,,Grower,,,11/22/2023,,,Bea Ann Epperson,BossLady Acres,,,,,,,muskogee,,Muskogee,,,,,,,
,DAAA-FVF8-SCA8,,,,Dispensary,,,11/22/2023,,,"Westmarc'D Lab, LLC","Loco Distillates, Dos Loco",,,,,,,Marietta,,Love,,,,,33.9562,-97.1076,
,DAAA-H8NA-WT9G,,,,Dispensary,,,11/22/2023,,,"Logan's Farm, LLC",Bob's at Crush Gardens 8,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,GAAA-2KDF-XSP0,,,,Grower,,,11/22/2023,,,Amme Sciences LLC,Amme Sciences LLC,,,,,,,Foster,,Stephens,,,,,34.6376,-97.545,
,DAAA-VXSO-QKS2,,,,Dispensary,,,11/22/2023,,,Sandica Supply LLC,Sandica Supply LLC,,,,,,,Broken Arrow,,Tulsa,,,,,35.9677,-95.815,
,DAAA-K1OP-5B9U,,,,Dispensary,,,11/22/2023,,,Mariteq Dispensaries LLC,Redbird Birdhouse Stroud,,,,,,,Stroud,,Lincoln,,,,,35.7988,-96.7214,
,GAAA-QT99-8TQ8,,,,Grower,,,11/22/2023,,,KT GROW LLC,KT GROW LLC,,,,,,,TULSA,,Creek,,,,,,,
,DAAA-SAV1-D64H,,,,Dispensary,,,11/22/2023,,,"Exotic Ventures, LLC",Phamily Trees Dispensary,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-M2FD-1K8P,,,,Dispensary,,,11/22/2023,,,Lois hicks,Nanaz Greenz,,,,,,,Westville,,Adair,,,,,36.0034,-94.6578,
,GAAA-REE3-90RS,,,,Grower,,,11/22/2023,,,THE GRAM INC LLC,THE GRAM INC LLC,,,,,,,Tulsa,,Tulsa,,,,,36.1537,-95.9926,
,GAAA-R5BZ-S5O6,,,,Grower,,,11/22/2023,,,Susan Carol Henderson,Susan Carol Henderson,,,,,,,Noble,,Cleveland,,,,,35.1363,-97.2771,
,PAAA-AG0A-O9F1,,,,Processor,,,11/23/2023,,,"Red Earth Herbals, llc","Red Earth Herbals, llc",,,,,,,Gotebo,,Kiowa,,,,,35.0735,-98.8833,
,GAAA-2LMD-CUES,,,,Grower,,,11/23/2023,,,"Wiedemann Pharms, LLC",Weed Amen,,,,,,,Yukon,,Canadian,,,,,35.5068,-97.7625,
,DAAA-M4M1-BOOE,,,,Dispensary,,,11/23/2023,,,GREEN UNICORN DISPENSARY INC,GREEN UNICORN DISPENSARY,,,,,,,OKEMAH,,Okfuskee,,,,,,,
,GAAA-69CZ-S1H4,,,,Grower,,,11/23/2023,,,Indigenous Budz LLC,Indigenous Budz LLC,,,,,,,Oklahoma City,,Cleveland,,,,,35.4678,-97.5164,
,GAAA-27IW-R2AC,,,,Grower,,,11/23/2023,,,10624 HWY 11 LLC,10624 HWY 11 LLC,,,,,,,BARNSDALL,,Osage,,,,,,,
,GAAA-HOVQ-5AD9,,,,Grower,,,11/23/2023,,,J.L. MEIBERGEN II,J.L. MEIBERGEN II,,,,,,,CARRIER,,Garfield,,,,,,,
,GAAA-GB58-RBTH,,,,Grower,,,11/23/2023,,,Alief llc,Alief llc,,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,GAAA-FAJI-83VW,,,,Grower,,,11/23/2023,,,"COUGAR KING GROW, LLC","COUGAR KING GROW, LLC",,,,,,,LEXINGTON,,Cleveland,,,,,,,
,GAAA-P2LZ-GVI4,,,,Grower,,,11/23/2023,,,BDV Consulting LLC,Freshie Fresh Cannabis Co,,,,,,,Crescent,,Kingfisher,,,,,35.9662,-97.5821,
,GAAA-HXHP-IHCH,,,,Grower,,,11/23/2023,,,Alien House Technologies LLC,Alien House Technologies LLC,,,,,,,CLEVELAND,,Pawnee,,,,,,,
,PAAA-1NDO-U029,,,,Processor,,,11/23/2023,,,Rock Road Solutions LLC,Rock Road Solutions LLC,,,,,,,Alex,,Grady,,,,,34.9804,-97.7573,
,GAAA-MYHP-ONLL,,,,Grower,,,11/23/2023,,,Eric Merz,TerpMiners,,,,,,,Eufaula,,McIntosh,,,,,35.2801,-95.6347,
,PAAA-OHYD-UC3H,,,,Processor,,,11/23/2023,,,Essential Buds LLC,Essential Buds LLC,,,,,,,POTEAU,,Le Flore,,,,,,,
,GAAA-TS5O-3ZP7,,,,Grower,,,11/23/2023,,,Cosmic Farm Growing LLC,Cosmic Farm Growing LLC,,,,,,,Lawton,,Comanche,,,,,34.5638,-98.2821,
,PAAA-RQD0-H3QZ,,,,Processor,,,11/23/2023,,,ZAZA GREEN LLC,ZAZA GREEN LLC,,,,,,,HUGO,,Choctaw,,,,,,,
,TAAA-7NPD-ZQG3,,,,Transporter,,,11/23/2023,,,CHAIRMAN FARM INC,CHAIRMAN FARM,,,,,,,WOODWARD,,Woodward,,,,,,,
,GAAA-76OM-VPJ9,,,,Grower,,,11/23/2023,,,CHAIRMAN FARM INC,CHAIRMAN FARM,,,,,,,WOODWARD,,Woodward,,,,,,,
,GAAA-LUBX-7TJ1,,,,Grower,,,11/28/2023,,,"Rise Cultivation, LLC","Rise Cultivation, LLC",,,,,,,Edmond,,Logan,,,,,35.6675,-97.496,
,DAAA-TDT4-JHJP,,,,Dispensary,,,11/28/2023,,,GCUS Enterprises LLC,Graces Cannabis,,,,,,,Park Hill,,Cherokee,,,,,35.7546,-95.0016,
,DAAA-GQQT-H44M,,,,Dispensary,,,11/28/2023,,,"Dent Management, LLC",Tokelahoma's Finest,,,,,,,Noble,,Cleveland,,,,,35.1363,-97.2771,
,PAAA-8TTA-C33V,,,,Processor,,,11/28/2023,,,Mist Processor LLC,Mist Processor,,,,,,,EDMOND,,Logan,,,,,,,
,GAAA-BVU0-37F6,,,,Grower,,,11/28/2023,,,Mist Processor LLC,Mist Processor,,,,,,,EDMOND,,Logan,,,,,,,
,PAAA-D4GI-7CJ2,,,,Processor,,,11/28/2023,,,Vibe Processing LLC,Vibe Processing LLC,,,,,,,Burns Flat,,Washita,,,,,35.335,-99.188,
,GAAA-75ZE-CNEV,,,,Grower,,,11/28/2023,,,"Reverie Cannabis Company, LLC","Reverie Cannabis Company, LLC",,,,,,,Tecumseh,,Pottawatomie,,,,,35.2174,-96.9837,
,GAAA-3XS3-RSFE,,,,Grower,,,11/28/2023,,,"Byrn Brands OK, LLC","Byrn Brands OK, LLC",,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,PAAA-RX3M-BS78,,,,Processor,,,11/28/2023,,,"MissKoo, LLC",MissKoo,,,,,,,Lexington,,Cleveland,,,,,35.0225,-97.2569,
,GAAA-J35R-L278,,,,Grower,,,11/28/2023,,,Eagle Feather Reserve III LLC,Eagle Feather Reserve III LLC,,,,,,,Blackwell,,Kay,,,,,36.7967,-97.3014,
,PAAA-6HEC-JX76,,,,Processor,,,11/28/2023,,,"Sunny Roads Processing 3, LLC","Sunny Roads Processing 3, LLC",,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,PAAA-S3WJ-6ZL6,,,,Processor,,,11/28/2023,,,"Sunny Roads Processing 4, LLC","Sunny Roads Processing 4, LLC",,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,PAAA-G4J0-NLI8,,,,Processor,,,11/28/2023,,,"Southern Soul Canco, LLC",Southern Soul Cannabis Company,,,,,,,Big Cabin,,Rogers,,,,,36.6271,-95.2831,
,PAAA-MEDA-9UV3,,,,Processor,,,11/28/2023,,,"Sunny Roads Processing 6, LLC","Sunny Roads Processing 6, LLC",,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,GAAA-7LVU-Q2X8,,,,Grower,,,11/28/2023,,,Corporate Punk LLC,Pistil Punk,,,,,,,Elmore City,,Garvin,,,,,34.6157,-97.4053,
,DAAA-AP7N-02Y7,,,,Dispensary,,,11/28/2023,,,THE WEED CZAR LLC,HIDDEN GEMZ CANNABIS,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,PAAA-MK5R-XI3T,,,,Processor,,,11/28/2023,,,"Buffalo Botanics, LLC","Buffalo Botancis, LLC",,,,,,,Stigler,,Haskell,,,,,35.3049,-95.0802,
,GAAA-DDM1-4CAR,,,,Grower,,,11/28/2023,,,"Thomas Greenlite Farm, LLC","Thomas Greenlite Farm, LLC",,,,,,,Stigler,,Haskell,,,,,35.3049,-95.0802,
,GAAA-BBR0-E5DB,,,,Grower,,,11/28/2023,,,Lin Evergreen Grow LLC,Lin Evergreen Grow LLC,,,,,,,Freedom,,Woods,,,,,36.8309,-99.2134,
,GAAA-Z6I2-H5FI,,,,Grower,,,11/29/2023,,,ALJH FARMS LLC,ALJH FARMS LLC,,,,,,,blanchard,,Grady,,,,,,,
,PAAA-UWGM-GQYX,,,,Processor,,,11/29/2023,,,TEA H SEA PROCESSING AND DISPENSARY LLC,TEA H SEA PROCESSING AND DISPENSARY LLC,,,,,,,blanchard,,Grady,,,,,,,
,PAAA-HU3C-4EL9,,,,Processor,,,11/29/2023,,,Gio DJ Bert LLC,Culture Labs,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,PAAA-F3LT-TQXG,,,,Processor,,,11/29/2023,,,MIW LLC,MIW LLC,,,,,,,Vinita,,Mayes,,,,,36.6806,-95.2158,
,DAAA-5X4T-3MYB,,,,Dispensary,,,11/29/2023,,,"Yeah Buddy, LLC",Yeah Buddy,,,,,,,Lone Grove,,Carter,,,,,34.1655,-97.2891,
,DAAA-CJ1F-KDPV,,,,Dispensary,,,11/29/2023,,,"ESCC Inc., LLC",The Farmacy Dispensary Wellness Clinic,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-IB9J-K4I7,,,,Dispensary,,,11/29/2023,,,56 EDGE CULTURE SERVICE LLC,56 EDGE CULTURE SERVICE LLC,,,,,,,RUSH SPRINGS,,Grady,,,,,,,
,GAAA-OCT6-5WI7,,,,Grower,,,11/29/2023,,,MIW LLC,MIW LLC,,,,,,,Vinita,,Mayes,,,,,36.6806,-95.2158,
,PAAA-VOHW-8V9U,,,,Processor,,,11/29/2023,,,AMAR ENTERPRISES,AMAR ENTERPRISES,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,DAAA-W5HH-O8IK,,,,Dispensary,,,11/29/2023,,,Xotic Cannaclub LLC,Xotic Cannaclub LLC,,,,,,,Kingston,,Marshall,,,,,33.925,-96.692,
,PAAA-4OOO-VRN1,,,,Processor,,,11/29/2023,,,Only Heads LLC,Only Heads,,,,,,,Tulsa,,Tulsa,,,,,36.1537,-95.9926,
,DAAA-9CE9-BYAT,,,,Dispensary,,,11/29/2023,,,"LIT Cannabis Co, LLC","LIT Cannabis Co, LLC",,,,,,,Dewey,,Washington,,,,,36.8368,-95.9052,
,DAAA-3X9N-2SJG,,,,Dispensary,,,11/29/2023,,,Green Rush Ventures LLC,Green Rush Ventures LLC,,,,,,,Eufaula,,Pittsburg,,,,,35.2801,-95.6347,
,DAAA-QJQ4-49PY,,,,Dispensary,,,11/29/2023,,,"LIT Cannabis Co, LLC","LIT Cannabis Co, LLC",,,,,,,Dewey,,Washington,,,,,36.8368,-95.9052,
,DAAA-4PT4-Y3BI,,,,Dispensary,,,11/29/2023,,,Green Rush Ventures LLC,Green Rush Ventures LLC,,,,,,,Eufaula,,Pittsburg,,,,,35.2801,-95.6347,
,DAAA-Q53B-HO1U,,,,Dispensary,,,11/29/2023,,,Green Rush Ventures LLC,Green Rush Ventures LLC,,,,,,,EUFAULA,,Pittsburg,,,,,,,
,DAAA-R5OX-3E84,,,,Dispensary,,,11/29/2023,,,Spaced Out Dispensary LLC,Spaced Out Dispensary LLC,,,,,,,Milburn,,Johnston,,,,,34.1991,-96.5273,
,DAAA-C38Q-LYD6,,,,Dispensary,,,11/29/2023,,,THE WEED CZAR LLC,HIDDEN GEMZ CANNABIS,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,DAAA-6GLM-RX3G,,,,Dispensary,,,11/29/2023,,,Jake's Fire LLC,Jake's Fire LLC,,,,,,,Shawnee,,Pottawatomie,,,,,35.2968,-96.9507,
,TAAA-2CBR-PJ1D,,,,Transporter,,,11/29/2023,,,Push Distribution LLC,Push Distribution LLC,,,,,,,Tishomingo,,Johnston,,,,,34.3337,-96.6723,
,GAAA-X5QA-CVVA,,,,Grower,,,11/29/2023,,,Apricot Garden LLC,Apricot Garden LLC,,,,,,,Ardmore,,Carter,,,,,34.2544,-97.1944,
